,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
26,House Of Yesterday,0.726,0.643,4,-9.976,0,0.0269,0.0259,0.00927,0.0923,0.868,119.986,audio_features,7764CJQr00s6uVrS35Fufm,spotify:track:7764CJQr00s6uVrS35Fufm,https://api.spotify.com/v1/tracks/7764CJQr00s6uVrS35Fufm,https://api.spotify.com/v1/audio-analysis/7764CJQr00s6uVrS35Fufm,292453,4
27,Past the Sleeping Guards of the Mausoleum,0.76,0.507,1,-9.9,1,0.0413,0.000569,0.901,0.149,0.841,122.014,audio_features,3oDkxYMrFKUNPBAExdUgBp,spotify:track:3oDkxYMrFKUNPBAExdUgBp,https://api.spotify.com/v1/tracks/3oDkxYMrFKUNPBAExdUgBp,https://api.spotify.com/v1/audio-analysis/3oDkxYMrFKUNPBAExdUgBp,157524,4
28,It Makes the Babies Want to Cry,0.647,0.841,5,-4.897,1,0.0775,0.000745,0.000828,0.188,0.517,94.985,audio_features,30s2prPWNfUxoKgfpSo3wN,spotify:track:30s2prPWNfUxoKgfpSo3wN,https://api.spotify.com/v1/tracks/30s2prPWNfUxoKgfpSo3wN,https://api.spotify.com/v1/audio-analysis/30s2prPWNfUxoKgfpSo3wN,218000,4
29,Babyyy,0.769,0.387,1,-16.97,1,0.0432,0.835,0.909,0.1,0.588,138.003,audio_features,6lMxGGVsO1JAdzk0z6Q3Rh,spotify:track:6lMxGGVsO1JAdzk0z6Q3Rh,https://api.spotify.com/v1/tracks/6lMxGGVsO1JAdzk0z6Q3Rh,https://api.spotify.com/v1/audio-analysis/6lMxGGVsO1JAdzk0z6Q3Rh,106995,4
30,Lipstick,0.469,0.856,3,-2.365,0,0.0354,0.000494,0.000353,0.266,0.795,134.943,audio_features,2i1nmBnMkDGFTTjeGGIOTm,spotify:track:2i1nmBnMkDGFTTjeGGIOTm,https://api.spotify.com/v1/tracks/2i1nmBnMkDGFTTjeGGIOTm,https://api.spotify.com/v1/audio-analysis/2i1nmBnMkDGFTTjeGGIOTm,200293,4
31,Cruel Summer,0.65,0.69,3,-8.407,0,0.0283,0.7,0.875,0.315,0.797,133.971,audio_features,3zURdniB23gdLeK3s3xGR7,spotify:track:3zURdniB23gdLeK3s3xGR7,https://api.spotify.com/v1/tracks/3zURdniB23gdLeK3s3xGR7,https://api.spotify.com/v1/audio-analysis/3zURdniB23gdLeK3s3xGR7,224181,4
32,Dancing in My Dreams,0.466,0.551,11,-9.534,1,0.0347,0.546,0.917,0.311,0.116,134.711,audio_features,3Aq3StmMxZ4DNnorhziSI1,spotify:track:3Aq3StmMxZ4DNnorhziSI1,https://api.spotify.com/v1/tracks/3Aq3StmMxZ4DNnorhziSI1,https://api.spotify.com/v1/audio-analysis/3Aq3StmMxZ4DNnorhziSI1,236506,4
33,Ditch,0.547,0.564,0,-8.307,1,0.031,0.0194,0.0437,0.122,0.0677,112.97,audio_features,34b7J43bozWsfeo4sqEViN,spotify:track:34b7J43bozWsfeo4sqEViN,https://api.spotify.com/v1/tracks/34b7J43bozWsfeo4sqEViN,https://api.spotify.com/v1/audio-analysis/34b7J43bozWsfeo4sqEViN,210233,4
34,Round And Round,0.665,0.59,1,-6.831,0,0.0257,0.358,0.628,0.564,0.577,110.069,audio_features,2qKTOaX1ZeMWn3aKhpxkz5,spotify:track:2qKTOaX1ZeMWn3aKhpxkz5,https://api.spotify.com/v1/tracks/2qKTOaX1ZeMWn3aKhpxkz5,https://api.spotify.com/v1/audio-analysis/2qKTOaX1ZeMWn3aKhpxkz5,308680,4
35,Venetian Screens,0.581,0.705,5,-6.199,0,0.0294,0.134,0.638,0.409,0.183,113.839,audio_features,2Gn9Ecu0pJER09bG5VBqJg,spotify:track:2Gn9Ecu0pJER09bG5VBqJg,https://api.spotify.com/v1/tracks/2Gn9Ecu0pJER09bG5VBqJg,https://api.spotify.com/v1/audio-analysis/2Gn9Ecu0pJER09bG5VBqJg,269440,4
36,Colourless Dream,0.359,0.775,11,-13.385,0,0.0417,0.00345,0.312,0.0545,0.781,153.125,audio_features,7h1FNQYYAf8Bg4WGkymIn2,spotify:track:7h1FNQYYAf8Bg4WGkymIn2,https://api.spotify.com/v1/tracks/7h1FNQYYAf8Bg4WGkymIn2,https://api.spotify.com/v1/audio-analysis/7h1FNQYYAf8Bg4WGkymIn2,287627,4
37,Make It Forever,0.407,0.924,5,-5.543,1,0.0788,0.0208,0.0605,0.208,0.218,168.038,audio_features,4Kh8w1MgC7LYHSbSX2lDzP,spotify:track:4Kh8w1MgC7LYHSbSX2lDzP,https://api.spotify.com/v1/tracks/4Kh8w1MgC7LYHSbSX2lDzP,https://api.spotify.com/v1/audio-analysis/4Kh8w1MgC7LYHSbSX2lDzP,211547,4
38,Not Enough Violence,0.478,0.942,1,-3.232,1,0.17,0.00102,0.146,0.161,0.489,67.487,audio_features,3g3TgkU0SWm0Ss62QVGfnk,spotify:track:3g3TgkU0SWm0Ss62QVGfnk,https://api.spotify.com/v1/tracks/3g3TgkU0SWm0Ss62QVGfnk,https://api.spotify.com/v1/audio-analysis/3g3TgkU0SWm0Ss62QVGfnk,364373,4
39,Dark Angel,0.678,0.803,0,-8.335,0,0.032,0.178,0.326,0.0831,0.833,117.008,audio_features,58lQsFCu6wlgDvOI0MjMmu,spotify:track:58lQsFCu6wlgDvOI0MjMmu,https://api.spotify.com/v1/tracks/58lQsFCu6wlgDvOI0MjMmu,https://api.spotify.com/v1/audio-analysis/58lQsFCu6wlgDvOI0MjMmu,375250,4
40,Leave Behind,0.453,0.95,1,-7.015,0,0.122,0.0284,0.961,0.129,0.565,166.087,audio_features,1B2SbIJqWWjMa7yGeeOWDp,spotify:track:1B2SbIJqWWjMa7yGeeOWDp,https://api.spotify.com/v1/tracks/1B2SbIJqWWjMa7yGeeOWDp,https://api.spotify.com/v1/audio-analysis/1B2SbIJqWWjMa7yGeeOWDp,215295,4
